Date,City,GreenCoverage_NDVI,HousingDensity_p_km2,FloodProb_longterm,DroughtIndex_anom,PM25_ug_m3,SurfaceTemp_LST_C
2025-06-17,Southern Africa,0.442,3000,1,-0.431,24.3,22.9
2025-06-18,Southern Africa,0.435,3000,1,-0.235,25.6,23.1
2025-06-19,Southern Africa,0.436,3000,1,-0.316,24.2,23.4
2025-06-20,Southern Africa,0.424,3000,1,-0.329,22.3,23.4
2025-06-21,Southern Africa,0.427,3000,1,-0.187,23.1,24.5
2025-06-22,Southern Africa,0.417,3000,1,-0.244,24.3,23.5
2025-06-23,Southern Africa,0.428,3000,1,-0.187,22.3,23.6
2025-06-24,Southern Africa,0.45,3000,1,-0.19,24.7,23.7
2025-06-25,Southern Africa,0.436,3000,1,-0.125,21.3,24.3
2025-06-26,Southern Africa,0.437,3000,1,-0.445,20.8,23.8
2025-06-27,Southern Africa,0.425,3000,1,-0.634,21,22.8
2025-06-28,Southern Africa,0.433,3000,1,-0.427,20.4,23.2
2025-06-29,Southern Africa,0.416,3000,1,-0.186,20,23.5
2025-06-30,Southern Africa,0.418,3000,1,-0.273,24.5,24.6
2025-07-01,Southern Africa,0.406,3000,1,-0.245,22.9,23.9
2025-07-02,Southern Africa,0.402,3000,1,-0.141,28,24.8
2025-07-03,Southern Africa,0.39,3000,1,0.009,28.4,26.2
2025-07-04,Southern Africa,0.399,3000,1,-0.27,28,25.8
2025-07-05,Southern Africa,0.388,3000,1,-0.336,28.4,25
2025-07-06,Southern Africa,0.393,3000,1,-0.308,32.8,24.8
2025-07-07,Southern Africa,0.388,3000,1,-0.128,29.5,24.9
2025-07-08,Southern Africa,0.386,3000,1,0.296,26.4,25.4
2025-07-09,Southern Africa,0.386,3000,1,0.248,24.5,25.1
2025-07-10,Southern Africa,0.377,3000,1,0.031,24.4,26.2
2025-07-11,Southern Africa,0.378,3000,1,0.119,20.8,25.5
2025-07-12,Southern Africa,0.393,3000,1,0.332,21.2,24.5
2025-07-13,Southern Africa,0.381,3000,1,0.332,24.9,25.4
2025-07-14,Southern Africa,0.391,3000,1,0.181,24.9,24.2
2025-07-15,Southern Africa,0.402,3000,1,0.333,24,24.4
2025-07-16,Southern Africa,0.388,3000,1,0.419,22.5,26.6
2025-07-17,Southern Africa,0.369,3000,1,0.24,24.3,26.6
2025-07-18,Southern Africa,0.371,3000,1,0.299,22.3,26
2025-07-19,Southern Africa,0.363,3000,1,0.443,26,26.1
2025-07-20,Southern Africa,0.38,3000,1,0.593,29.2,26.2
2025-07-21,Southern Africa,0.377,3000,1,0.535,28.6,26.4
2025-07-22,Southern Africa,0.365,3000,1,0.442,27.5,26.9
2025-07-23,Southern Africa,0.351,3000,1,0.602,28.7,26.3
2025-07-24,Southern Africa,0.361,3000,1,0.373,29.7,27.5
2025-07-25,Southern Africa,0.353,3000,1,0.426,26.8,27.6
2025-07-26,Southern Africa,0.352,3000,1,0.201,24.9,28.1
2025-07-27,Southern Africa,0.361,3000,1,0.375,21.6,27.6
2025-07-28,Southern Africa,0.353,3000,1,0.326,22.2,28.4
2025-07-29,Southern Africa,0.35,3000,1,0.513,23.3,28.1
2025-07-30,Southern Africa,0.348,3000,1,0.557,20.1,28.3
2025-07-31,Southern Africa,0.354,3000,1,0.337,19.2,27.7
2025-08-01,Southern Africa,0.357,3000,1,0.549,16.6,27.1
2025-08-02,Southern Africa,0.351,3000,1,0.748,15.2,27.7
2025-08-03,Southern Africa,0.349,3000,1,0.817,17,27.5
2025-08-04,Southern Africa,0.343,3000,1,0.63,15.9,27.1
2025-08-05,Southern Africa,0.326,3000,1,0.54,15.7,26.9
2025-08-06,Southern Africa,0.329,3000,1,0.532,13,27.5
2025-08-07,Southern Africa,0.348,3000,1,0.398,14.2,27.3
2025-08-08,Southern Africa,0.336,3000,1,0.645,14.8,27.4
2025-08-09,Southern Africa,0.327,3000,1,0.622,13.9,27.6
2025-08-10,Southern Africa,0.318,3000,1,0.177,14.1,26.6
2025-08-11,Southern Africa,0.326,3000,1,0.255,15.1,26
2025-08-12,Southern Africa,0.331,3000,1,0.218,13.9,26.6
2025-08-13,Southern Africa,0.328,3000,1,0.229,11.5,26.5
2025-08-14,Southern Africa,0.318,3000,1,0.194,16,27.5
2025-08-15,Southern Africa,0.32,3000,1,0.342,15,28.3
2025-08-16,Southern Africa,0.304,3000,1,0.514,15.1,28.8
2025-08-17,Southern Africa,0.308,3000,1,0.536,17.4,30
2025-08-18,Southern Africa,0.319,3000,1,0.461,24.4,29.8
2025-08-19,Southern Africa,0.307,3000,1,0.443,20.8,30.1
2025-08-20,Southern Africa,0.293,3000,1,0.436,21,29.6
2025-08-21,Southern Africa,0.313,3000,1,0.308,18.9,31
2025-08-22,Southern Africa,0.308,3000,1,0.407,17.5,31.9
2025-08-23,Southern Africa,0.321,3000,1,0.473,15.8,31.5
2025-08-24,Southern Africa,0.319,3000,1,0.691,13.6,31.4
2025-08-25,Southern Africa,0.317,3000,1,0.835,13.8,31.9
2025-08-26,Southern Africa,0.322,3000,1,0.666,11.1,31.5
2025-08-27,Southern Africa,0.313,3000,1,0.748,13.7,30.8
2025-08-28,Southern Africa,0.315,3000,1,0.552,14,31.1
2025-08-29,Southern Africa,0.312,3000,1,0.633,15.1,30.9
2025-08-30,Southern Africa,0.3,3000,1,0.521,14.1,30.8
2025-08-31,Southern Africa,0.306,3000,1,0.349,13.5,30.1
2025-09-01,Southern Africa,0.306,3000,1,0.398,14.3,29
2025-09-02,Southern Africa,0.306,3000,1,-0.002,12,29.2
2025-09-03,Southern Africa,0.296,3000,1,-0.205,11.6,29.8
2025-09-04,Southern Africa,0.316,3000,1,-0.14,10.3,29.6
2025-09-05,Southern Africa,0.326,3000,1,-0.047,9.1,30.5
2025-09-06,Southern Africa,0.335,3000,1,-0.035,5.6,29.9
2025-09-07,Southern Africa,0.33,3000,1,-0.206,9.5,29.2
2025-09-08,Southern Africa,0.312,3000,1,-0.238,8.8,29.2
2025-09-09,Southern Africa,0.333,3000,1,-0.083,11.8,29.2
2025-09-10,Southern Africa,0.331,3000,1,0.077,14.2,29.7
2025-09-11,Southern Africa,0.323,3000,1,0.123,11.5,29.2
2025-09-12,Southern Africa,0.328,3000,1,0.339,9.6,30.1
2025-09-13,Southern Africa,0.339,3000,1,0.407,15.2,31.2
2025-09-14,Southern Africa,0.337,3000,1,0.294,18.4,30.9
2025-09-15,Southern Africa,0.349,3000,1,0.268,17.5,31.4
2025-09-16,Southern Africa,0.357,3000,1,0.077,17.3,30.5
2025-09-17,Southern Africa,0.343,3000,1,0.109,15.3,31
2025-09-18,Southern Africa,0.334,3000,1,0.319,15.8,31.4
2025-09-19,Southern Africa,0.344,3000,1,0.433,13.8,31.6
2025-09-20,Southern Africa,0.315,3000,1,0.637,9.5,31.3
2025-09-21,Southern Africa,0.317,3000,1,0.555,7.3,29.2
2025-09-22,Southern Africa,0.306,3000,1,0.732,8,28.8
2025-09-23,Southern Africa,0.306,3000,1,0.651,6.3,28.5
2025-09-24,Southern Africa,0.308,3000,1,0.832,7,28
2025-09-25,Southern Africa,0.31,3000,1,0.762,5.6,28.3
2025-09-26,Southern Africa,0.31,3000,1,0.811,4.9,28.2
2025-09-27,Southern Africa,0.304,3000,1,0.968,7.6,27.8
2025-09-28,Southern Africa,0.333,3000,1,0.85,8.7,27.4
2025-09-29,Southern Africa,0.354,3000,1,0.812,9.1,27.2
2025-09-30,Southern Africa,0.342,3000,1,0.939,11.2,28.1
